Species,Timestep,GRO,TWD,Temperature,VPD
PISY,2015-01-10T18:00:00Z,0,131.912533,5.708333,0.243732
PISY,2015-01-10T19:00:00Z,0,133.584232,5.708333,0.262539
PISY,2015-01-10T20:00:00Z,0,134.460432,6.041665,0.269874
PISY,2015-01-10T21:00:00Z,0,135.378723,5.375,0.216967
PISY,2015-01-10T22:00:00Z,0,136.748976,6.25,0.271725
PISY,2015-01-10T23:00:00Z,0,137.826586,6.166665,0.276229
PISY,2015-01-11T00:00:00Z,0,139.283057,6.125,0.270634
PISY,2015-01-11T01:00:00Z,0,140.215829,5.125,0.199741
PISY,2015-01-11T02:00:00Z,0,140.530068,4.125,0.147916
PISY,2015-01-11T03:00:00Z,0,140.963791,4.375,0.157407
PISY,2015-01-11T04:00:00Z,0,141.579166,4.375,0.159249
PISY,2015-01-11T05:00:00Z,0,142.379108,3.875,0.144192
PISY,2015-01-11T06:00:00Z,0,143.070703,4.5,0.166313
PISY,2015-01-11T07:00:00Z,0,144.027826,4.5,0.164062
PISY,2015-01-11T08:00:00Z,0,144.535777,3.625,0.112927
PISY,2015-01-11T09:00:00Z,0,145.589133,2.125,0.06406
PISY,2015-01-11T10:00:00Z,0,146.8766,0.375,0.082197
PISY,2015-01-11T11:00:00Z,0,147.217439,-0.375,0.070551
PISY,2015-01-11T12:00:00Z,0,148.810509,0.375,0.129112
PISY,2015-01-11T13:00:00Z,0,150.285322,-0.125,0.157892
PISY,2015-01-11T14:00:00Z,0,150.801024,-0.875,0.145344
PISY,2015-01-11T15:00:00Z,0,150.906589,-1.375,0.123989
PISY,2015-01-11T16:00:00Z,0,150.841681,-2.125,0.104857
PISY,2015-01-11T17:00:00Z,0,150.575872,-2.75,0.070416
PISY,2015-01-11T18:00:00Z,0,150.430316,-2.875,0.058122
PISY,2015-01-11T19:00:00Z,0,150.331676,-3.25,0.072953
PISY,2015-01-11T20:00:00Z,0,150.43909,-3.375,0.080296
PISY,2015-01-11T21:00:00Z,0,150.410114,-3.5,0.080718
PISY,2015-01-11T22:00:00Z,0,150.225032,-3.375,0.088161
PISY,2015-01-11T23:00:00Z,0,150.089767,-3.625,0.068418
PISY,2015-01-12T00:00:00Z,0,149.983367,-3.875,0.049673
PISY,2015-01-12T01:00:00Z,0,149.924868,-3.875,0.044464
PISY,2015-01-12T02:00:00Z,0,149.796734,-3.75,0.060846
PISY,2015-01-12T03:00:00Z,0,149.023532,-3.75,0.059026
PISY,2015-01-12T04:00:00Z,0,149.040634,-3.625,0.058544
PISY,2015-01-12T05:00:00Z,0,149.046418,-3.75,0.059095
PISY,2015-01-12T06:00:00Z,0,149.099116,-3.75,0.058658
PISY,2015-01-12T07:00:00Z,0,148.921939,-3.75,0.060366
PISY,2015-01-12T08:00:00Z,0,148.238175,-3.375,0.067978
PISY,2015-01-12T09:00:00Z,0,141.682444,-2.25,0.083584
PISY,2015-01-12T10:00:00Z,0,131.666704,-0.125,0.132613
PISY,2015-01-12T11:00:00Z,0,128.176703,1,0.162737
PISY,2015-01-12T12:00:00Z,0,127.575847,2.125,0.193443
PISY,2015-01-12T13:00:00Z,0,128.054305,2.666668,0.279008
PISY,2015-01-12T14:00:00Z,0,129.998657,3.25,0.300266
PISY,2015-01-12T15:00:00Z,0,132.965656,4,0.363428
PISY,2015-01-12T16:00:00Z,0,135.143492,2.25,0.294039
PISY,2015-01-12T17:00:00Z,0,136.529386,1,0.269572
PISY,2015-01-12T18:00:00Z,0,137.447825,0.5,0.257828
PISY,2015-01-12T19:00:00Z,0,138.308416,0.125,0.26974
PISY,2015-01-12T20:00:00Z,0,138.793232,-0.25,0.270033
PISY,2015-01-12T21:00:00Z,0,139.487873,-0.5,0.281503
